no;period;age;sampling_weight;german_citizenship;residence_region;household_size;household_income;mainTrip_duration;mainTrip_distance
24234;1980;69;1;NA;NA;2 persons;2121;13-15 days;531.3350849
24235;2018;73;0.95;yes;Former West Germany;2 persons;3301;6-8 days;337.7000277
24236;1994;56;1.653;NA;Former West Germany;3 persons;5881;13-15 days;393.382901
24237;1979;58;0.96;NA;NA;2 persons;3279;9-12 days;719.5371174
24238;2010;32;1.54;yes;Former West Germany;3 persons;2383;6-8 days;2507.1399
24239;2012;27;0.84;yes;Former West Germany;2 persons;4071;30+ days;8123.141154
24240;2010;43;0.95;yes;Former East Germany;3 persons;1542;NA;NA
24241;1994;34;1.126;NA;Former East Germany;3 persons;2113;NA;NA
24242;2012;51;0.99;yes;Former West Germany;2 persons;2035;NA;NA
24243;1986;46;0.372;NA;NA;1 person;791;NA;NA
24244;2002;28;0.28;NA;Former West Germany;2 persons;4755;20-22 days;9177.104693
24245;2018;15;0.49;yes;Former West Germany;4 persons;2793;13-15 days;719.5371174
24246;2009;27;1.08;NA;Former West Germany;2 persons;3674;30+ days;100
24247;2017;61;0.3;yes;Former West Germany;1 person;1931;9-12 days;251.7982971
24248;2005;58;1.6226;NA;Former West Germany;3 persons;3942;13-15 days;1011.490584
24249;2006;58;0.8781;NA;Former West Germany;2 persons;4485;13-15 days;1056.326755
24250;1996;57;1.0604;NA;Former West Germany;2 persons;2297;NA;NA
24251;2002;66;0.85;NA;Former West Germany;2 persons;3328;6-8 days;8018.124112
24252;2003;23;1.207;NA;Former West Germany;2 persons;2351;13-15 days;1235.031985
24253;1987;34;0.36;NA;NA;1 person;1597;30+ days;1642.291852
24254;1988;28;0.34;NA;NA;2 persons;2485;13-15 days;1941.04595
24255;1972;26;NA;NA;NA;2 persons;3145;16-19 days;1244.193207
24256;2001;50;1.23;NA;Former East Germany;3 persons;3129;13-15 days;6417.094478
24257;1997;35;0.743;NA;Former West Germany;1 person;1828;NA;NA
24258;1999;29;0.792;NA;Former West Germany;3 persons;1955;NA;NA
24259;1996;41;0.4417;NA;Former East Germany;1 person;972;NA;NA
24260;2000;28;0.648;NA;Former West Germany;2 persons;2520;20-22 days;581.1701595
24261;2000;20;0.573;NA;Former West Germany;1 person;336;NA;NA
24262;1982;54;0.65;NA;NA;3 persons;1130;13-15 days;170.6002629
24263;2003;23;0.736;NA;Former West Germany;1 person;1724;NA;NA
24264;1979;51;1;NA;NA;2 persons;2236;NA;NA
24265;2018;76;0.99;yes;Former East Germany;2 persons;2793;9-12 days;1440.016067
24266;2017;31;0.62;yes;Former East Germany;4 persons;2188;NA;NA
24267;1988;26;0.341;NA;NA;2 persons;1581;23-26 days;1857.388726
24268;1992;44;0.664;NA;Former East Germany;4 persons;3763;13-15 days;410.9930231
24269;1995;60;1.078;NA;Former West Germany;2 persons;2691;13-15 days;627.9537164
24270;2011;31;0.64;yes;Former East Germany;3 persons;3183;13-15 days;1576.555234
24271;2008;61;0.8239;NA;Former West Germany;2 persons;2144;13-15 days;1676.688589
24272;2015;21;0.92;yes;Former West Germany;3 persons;3010;16-19 days;692.1450169
24273;1993;50;1.156;NA;Former West Germany;3 persons;1821;13-15 days;1964.687286
24274;1988;48;0.565;NA;NA;1 person;678;20-22 days;486.8392023
24275;2016;58;0.61;yes;Former East Germany;1 person;914;NA;NA
24276;2014;62;0.76;yes;Former West Germany;2 persons;4720;NA;NA
24277;1983;26;2.459;NA;NA;4 persons;3604;20-22 days;183.7680339
24278;1983;69;0.446;NA;NA;1 person;1081;NA;NA
24279;2015;63;0.71;yes;Former East Germany;2 persons;1439;NA;NA
24280;1977;19;1.38;NA;NA;4 persons;4110;13-15 days;325.5192562
24281;2005;22;1.2427;NA;Former West Germany;1 person;1061;13-15 days;168.2412991
24282;1978;36;0.66;NA;NA;4 persons;2598;6-8 days;100
24283;2000;55;1.83;NA;Former West Germany;3 persons;3696;13-15 days;1512.359232
24284;2012;72;1.78;no;Former West Germany;2 persons;3528;NA;NA
24285;2012;42;0.54;yes;Former West Germany;2 persons;2850;NA;NA
24286;1988;46;0.353;NA;NA;1 person;2485;13-15 days;228.2539869
24287;1990;35;0.243;NA;Former West Germany;5+ persons;2367;NA;NA
24288;1971;59;NA;NA;NA;2 persons;1591;9-12 days;347.3285266
24289;2007;38;0.7596;NA;Former West Germany;3 persons;2802;9-12 days;1638.054942
24290;2005;63;0.5109;NA;Former West Germany;2 persons;3487;16-19 days;1325.656207
24291;2011;36;3;yes;Former West Germany;4 persons;4151;20-22 days;4340.16687
24292;1991;40;1.154;NA;Former West Germany;4 persons;3142;NA;NA
24293;2000;32;0.626;NA;Former West Germany;4 persons;2184;27-29 days;2507.1399
24294;1986;24;1.836;NA;NA;4 persons;2146;20-22 days;1840.842726
24295;1985;61;0.413;NA;NA;1 person;1262;NA;NA
24296;2001;32;0.6;NA;Former West Germany;2 persons;3129;6-8 days;2064.666076
24297;1998;62;0.66;NA;Former East Germany;1 person;1450;16-19 days;1922.847898
24298;1981;62;0.081;NA;NA;1 person;2010;9-12 days;472.6725418
24299;2017;80;1.47;yes;Former West Germany;2 persons;1931;NA;NA
24300;1989;52;1.694;NA;NA;3 persons;4878;13-15 days;1643.202483
24301;1999;86;1.252;NA;Former West Germany;1 person;1105;9-12 days;558.2711996
24302;1980;68;1;NA;NA;1 person;990;NA;NA
24303;2003;22;3.305;NA;Former West Germany;5+ persons;4075;NA;NA
24304;2002;43;1.47;NA;Former West Germany;5+ persons;3011;NA;NA
24305;2000;48;2.216;NA;Former West Germany;4 persons;2856;NA;NA
24306;2009;70;1;NA;Former West Germany;1 person;2120;13-15 days;100
24307;1992;16;3.957;NA;Former East Germany;3 persons;990;NA;NA
24308;2018;63;0.56;yes;Former West Germany;2 persons;4824;13-15 days;1676.688589
24309;1997;30;0.43;NA;Former East Germany;2 persons;1480;6-8 days;2140.361
24310;2010;43;0.32;yes;Former West Germany;1 person;1822;27-29 days;196.9422405
24311;1991;23;1.228;NA;Former West Germany;2 persons;3980;13-15 days;561.6053389
24312;1987;31;1.1;NA;NA;4 persons;2966;16-19 days;708.0480175
24313;1981;21;0.12;NA;NA;3 persons;1474;NA;NA
24314;2007;54;0.8731;NA;Former East Germany;2 persons;2802;9-12 days;205.0128421
24315;2018;58;0.58;yes;Former West Germany;1 person;1396;NA;NA
24316;2001;20;0.79;NA;Former West Germany;1 person;741;6-8 days;758.6469321
24317;2017;76;1.15;yes;Former West Germany;2 persons;2445;13-15 days;1658.101316
24318;2010;57;0.61;yes;Former East Germany;2 persons;3224;9-12 days;213.6813024
24319;2003;54;0.764;NA;Former West Germany;2 persons;9403;NA;NA
24320;2003;38;0.325;NA;Former East Germany;1 person;1097;NA;NA
24321;2004;61;0.725;NA;Former West Germany;1 person;1085;20-22 days;4538.69541
24322;1974;58;1.06;NA;NA;2 persons;3105;13-15 days;178.2125478
24323;2014;60;0.71;yes;Former West Germany;1 person;1967;5 days;100
24324;1994;50;4.048;NA;Former West Germany;4 persons;3124;20-22 days;140.5602425
24325;2005;59;0.9156;NA;Former West Germany;1 person;1364;16-19 days;593.0358385
24326;1978;79;1.16;NA;NA;2 persons;1070;NA;NA
24327;2016;71;0.74;yes;Former West Germany;1 person;1959;16-19 days;2606.799446
24328;1972;43;NA;NA;NA;2 persons;1887;NA;NA
24329;2018;18;0.75;yes;Former West Germany;3 persons;1650;NA;NA
24330;2012;56;0.66;yes;Former West Germany;1 person;1493;9-12 days;314.5126797
24331;1976;66;0.62;NA;NA;2 persons;1475;NA;NA
24332;2006;27;0.9126;NA;Former West Germany;1 person;1047;9-12 days;3206.512468
24333;1982;45;1.18;NA;NA;3 persons;5526;20-22 days;1056.326755
24334;1971;50;NA;NA;NA;3 persons;2431;9-12 days;100
24335;1971;31;NA;NA;NA;4 persons;1989;16-19 days;1056.326755
24336;1983;56;0.836;NA;NA;2 persons;1802;13-15 days;624.784942
24337;1982;20;1.42;NA;NA;3 persons;3768;13-15 days;157.7178897
24338;2010;66;0.58;yes;Former East Germany;1 person;1542;6-8 days;560.4864098
24339;2008;42;0.7676;NA;Former East Germany;4 persons;3716;13-15 days;772.7933479
24340;2013;80;0.46;yes;Former West Germany;1 person;1729;9-12 days;401.7081103
24341;2007;52;0.6675;NA;Former West Germany;2 persons;3834;13-15 days;8123.141154
24342;2011;61;0.68;yes;Former West Germany;2 persons;2352;13-15 days;1941.04595
24343;2015;37;0.61;yes;Former West Germany;4 persons;3402;NA;NA
24344;1973;39;NA;NA;NA;2 persons;2168;NA;NA
24345;1988;32;0.513;NA;NA;2 persons;3389;NA;NA
24346;2013;64;0.86;yes;Former West Germany;2 persons;2261;9-12 days;627.9537164
24347;2017;56;1.3;yes;Former West Germany;2 persons;4633;23-26 days;758.6469321
24348;2001;45;2.4;NA;Former West Germany;4 persons;5270;20-22 days;1840.842726
24349;1994;65;1.046;NA;Former West Germany;2 persons;1930;20-22 days;928.5913443
24350;2015;54;0.73;yes;Former West Germany;2 persons;7851;13-15 days;708.0480175
24351;1994;42;0.616;NA;Former West Germany;2 persons;1746;NA;NA
24352;2004;19;1.469;NA;Former West Germany;4 persons;3255;13-15 days;1987.066695
24353;1978;29;2.24;NA;NA;4 persons;1987;9-12 days;274.9958928
24354;2005;74;1.2681;NA;Former West Germany;2 persons;1971;9-12 days;472.6725418
24355;2001;40;1.56;NA;Former West Germany;5+ persons;3129;NA;NA
24356;1995;60;1.217;NA;Former West Germany;2 persons;2063;9-12 days;486.8392023
24357;2004;48;0.671;NA;Former East Germany;2 persons;2325;13-15 days;2041.433042
24358;1976;46;1.14;NA;NA;4 persons;4261;20-22 days;393.382901
24359;2012;14;3.53;yes;Former West Germany;3 persons;950;9-12 days;100
24360;1982;37;0.53;NA;NA;3 persons;2386;13-15 days;157.7178897
24361;1981;56;0.044;NA;NA;1 person;2278;6-8 days;100
24362;1986;44;1.42;NA;NA;4 persons;2146;9-12 days;183.7680339
24363;1998;18;1.2;NA;Former East Germany;2 persons;1279;13-15 days;322.1162603
24364;2008;27;1.1764;NA;Former East Germany;2 persons;2716;13-15 days;2133.927489
24365;2018;63;0.68;yes;Former West Germany;2 persons;2793;16-19 days;7717.287126
24366;1993;46;0.504;NA;Former West Germany;2 persons;3259;16-19 days;6534.939794
24367;2017;36;0.32;yes;Former West Germany;1 person;2188;13-15 days;656.7586659
24368;1990;33;0.631;NA;Former West Germany;4 persons;3658;NA;NA
24369;1971;60;NA;NA;NA;2 persons;2431;13-15 days;224.3538975
24370;1988;25;1.251;NA;NA;5+ persons;4292;9-12 days;758.6469321
24371;1975;52;1.14;NA;NA;2 persons;1900;30+ days;403.8265116
24372;1997;66;0.803;NA;Former West Germany;2 persons;2002;13-15 days;338.3876876
24373;1985;66;0.328;NA;NA;1 person;1721;16-19 days;2098.898801
24374;2014;76;0.77;yes;Former West Germany;1 person;1442;9-12 days;1096.212708
24375;1999;54;0.671;NA;Former West Germany;1 person;2210;9-12 days;1512.359232
24376;2004;48;0.947;NA;Former East Germany;2 persons;1705;20-22 days;1224.870955
24377;1984;63;0.394;NA;NA;1 person;1053;NA;NA
24378;2009;33;0.45;NA;Former East Germany;3 persons;989;13-15 days;1922.847898
24379;2015;52;1.83;yes;Former West Germany;4 persons;3926;13-15 days;236.9564795
24380;1998;59;1;NA;Former West Germany;2 persons;2218;13-15 days;178.2125478
24381;1997;26;0.876;NA;Former West Germany;2 persons;2612;13-15 days;1512.359232
24382;1992;33;0.274;NA;Former West Germany;1 person;1783;NA;NA
24383;1993;30;0.826;NA;Former West Germany;1 person;2875;13-15 days;6357.253811
24384;1982;59;1.28;NA;NA;1 person;1130;5 days;634.5971157
24385;2012;21;1.32;yes;Former West Germany;3 persons;3528;5 days;745.6701461
24386;2011;23;1.73;no;Former West Germany;1 person;1245;9-12 days;168.2412991
24387;1985;63;0.35;NA;NA;2 persons;1950;30+ days;100
24388;2008;64;1.2904;NA;Former West Germany;2 persons;1286;NA;NA
24389;2006;21;0.01;NA;Former West Germany;5+ persons;3140;20-22 days;2535.327297
24390;1973;51;NA;NA;NA;4 persons;2957;NA;NA
24391;2014;71;0.8;yes;Former West Germany;1 person;656;NA;NA
24392;1992;50;1.054;NA;Former West Germany;2 persons;4357;30+ days;4538.69541
24393;1998;45;0.57;NA;Former West Germany;1 person;1279;NA;NA
24394;1998;59;0.72;NA;Former West Germany;2 persons;2218;NA;NA
24395;2018;24;0.6;yes;Former West Germany;1 person;1396;NA;NA
24396;2002;51;1.74;NA;Former West Germany;5+ persons;3645;13-15 days;581.1701595
24397;2017;52;0.75;yes;Former West Germany;3 persons;2703;9-12 days;393.382901
24398;1987;57;0.57;NA;NA;1 person;1141;NA;NA
24399;2016;53;0.83;yes;Former West Germany;2 persons;3396;20-22 days;521.420869
24400;1987;69;1.12;NA;NA;2 persons;2510;NA;NA
24401;1983;16;0.85;NA;NA;1 person;3123;16-19 days;1175.692852
24402;1996;63;1.22;NA;Former West Germany;2 persons;2651;NA;NA
24403;2011;59;0.64;yes;Former West Germany;2 persons;2076;6-8 days;337.7000277
24404;2005;59;0.7553;NA;Former West Germany;2 persons;3184;27-29 days;6524.443272
24405;1992;38;0.357;NA;Former West Germany;2 persons;3367;20-22 days;393.382901
24406;1992;34;1.466;NA;Former West Germany;5+ persons;5150;13-15 days;719.5371174
24407;2012;60;0.99;yes;Former West Germany;2 persons;1493;NA;NA
24408;1993;38;1.194;NA;Former West Germany;4 persons;2875;6-8 days;150
24409;2011;25;1.37;yes;Former West Germany;2 persons;2629;9-12 days;708.0480175
24410;1991;50;1.105;NA;Former West Germany;3 persons;3980;9-12 days;472.6725418
24411;1982;26;0.27;NA;NA;2 persons;879;NA;NA
24412;1990;26;0.816;NA;Former West Germany;2 persons;2798;NA;NA
24413;1995;53;0.797;NA;Former West Germany;2 persons;1704;NA;NA
24414;2016;59;1.02;yes;Former East Germany;2 persons;1437;NA;NA
24415;2006;45;3.8369;NA;Former West Germany;5+ persons;4485;13-15 days;581.1701595
24416;1983;62;0.751;NA;NA;1 person;1321;9-12 days;178.2125478
24417;2007;19;1.9158;NA;Former West Germany;4 persons;3834;9-12 days;708.0480175
24418;1973;68;NA;NA;NA;1 person;1774;NA;NA
24419;2007;30;1.1815;NA;Former West Germany;1 person;1327;20-22 days;325.5192562
24420;2018;64;1.36;yes;Former West Germany;2 persons;4316;NA;NA
24421;1971;62;NA;NA;NA;2 persons;1989;20-22 days;523.0384285
24422;1988;45;0.955;NA;NA;4 persons;3840;13-15 days;719.5371174
24423;2017;67;1.33;yes;Former East Germany;2 persons;3861;30+ days;824.3312803
24424;2001;15;1.88;NA;Former West Germany;4 persons;2470;16-19 days;2326.777227
24425;1974;32;0.98;NA;NA;2 persons;2009;NA;NA
24426;2012;15;1.12;yes;Former West Germany;2 persons;2035;6-8 days;178.2125478
24427;1973;66;NA;NA;NA;2 persons;788;20-22 days;336.6253534
24428;1996;36;0.5014;NA;Former West Germany;1 person;972;NA;NA
24429;1993;36;0.776;NA;Former West Germany;5+ persons;383;27-29 days;236.9564795
24430;1982;59;0.71;NA;NA;2 persons;2386;30+ days;183.7680339
24431;1981;20;0.036;NA;NA;4 persons;4020;13-15 days;10
24432;2014;34;0.95;yes;Former West Germany;2 persons;3015;13-15 days;494.0962302
24433;2000;77;0.694;NA;Former East Germany;1 person;1596;16-19 days;1099.577838
24434;1997;70;0.75;NA;Former East Germany;2 persons;1828;13-15 days;421.1260106
24435;1986;59;0.655;NA;NA;2 persons;4292;6-8 days;235.8618612
24436;1987;70;0.97;NA;NA;1 person;685;16-19 days;1300.963428
24437;1989;72;1.07;NA;NA;2 persons;1996;NA;NA
24438;1999;52;0.964;NA;Former West Germany;2 persons;3740;16-19 days;1658.101316
24439;1985;31;0.882;NA;NA;4 persons;2983;13-15 days;31.87271031
24440;2013;52;0.37;yes;Former West Germany;1 person;1463;9-12 days;328.1199988
24441;1985;28;0.523;NA;NA;1 person;1721;20-22 days;168.2412991
24442;1972;18;NA;NA;NA;4 persons;3145;NA;NA
24443;2005;44;1.354;NA;Former West Germany;4 persons;9097;13-15 days;1056.326755
24444;2001;50;1.06;NA;Former West Germany;2 persons;5270;6-8 days;1658.101316
24445;1974;39;1.03;NA;NA;2 persons;3105;13-15 days;338.3876876
24446;1983;69;0.943;NA;NA;1 person;1321;13-15 days;196.9422405
24447;1978;31;1.06;NA;NA;4 persons;3363;NA;NA
24448;1972;33;NA;NA;NA;3 persons;3984;20-22 days;708.0480175
24449;2007;56;0.7316;NA;Former East Germany;2 persons;2212;9-12 days;205.0128421
24450;1987;25;0.83;NA;NA;2 persons;2054;NA;NA
24451;1993;21;3.493;NA;Former West Germany;5+ persons;1054;27-29 days;8802.484976
24452;1996;32;0.5986;NA;Former West Germany;2 persons;3358;NA;NA
24453;1981;27;0.251;NA;NA;4 persons;-99;20-22 days;1512.359232
24454;1978;26;1;NA;NA;4 persons;2904;20-22 days;926.8118663
24455;1990;63;0.975;NA;Former West Germany;2 persons;2367;NA;NA
24456;1998;85;1.02;NA;Former West Germany;1 person;1279;6-8 days;284.0598248
24457;2011;50;0.71;yes;Former East Germany;2 persons;4151;30+ days;16293.22368
24458;2005;63;0.9822;NA;Former West Germany;1 person;758;6-8 days;1658.101316
24459;2000;63;0.77;NA;Former West Germany;2 persons;5375;30+ days;317.153503
24460;1991;22;0.922;NA;Former East Germany;3 persons;2723;13-15 days;738.1500037
24461;1985;32;1.025;NA;NA;3 persons;3442;13-15 days;235.8618612
24462;2002;29;0.6;NA;Former East Germany;1 person;2060;NA;NA
24463;1995;68;0.575;NA;Former East Germany;2 persons;2691;9-12 days;8627.080365
24464;1999;30;0.76;NA;Former West Germany;1 person;2210;9-12 days;393.382901
24465;2002;35;0.98;NA;Former West Germany;3 persons;2694;NA;NA
24466;2010;46;0.71;yes;Former West Germany;2 persons;5047;6-8 days;6081.549233
24467;2006;50;0.7639;NA;Former West Germany;2 persons;2243;NA;NA
24468;1990;42;0.472;NA;Former East Germany;3 persons;1076;6-8 days;337.9541515
24469;1994;52;1.026;NA;Former East Germany;2 persons;3492;6-8 days;438.1511709
24470;2014;24;1.38;yes;Former West Germany;2 persons;2229;6-8 days;2537.395442
24471;1985;28;1.102;NA;NA;5+ persons;1950;NA;NA
24472;2001;83;1.09;NA;Former West Germany;1 person;1729;13-15 days;2025.543006
24473;2006;30;3.005;NA;Former West Germany;5+ persons;2243;NA;NA
24474;1994;59;0.56;NA;Former East Germany;2 persons;2113;9-12 days;558.5731751
24475;2014;44;0.86;yes;Former East Germany;2 persons;3933;13-15 days;2025.543006
24476;1995;24;1.865;NA;Former East Germany;3 persons;3050;20-22 days;7977.256377
24477;2018;51;0.88;yes;Former West Germany;2 persons;7617;13-15 days;9928.238437
24478;1992;74;1.377;NA;Former West Germany;1 person;1386;6-8 days;176.3348598
24479;1993;31;0.7;NA;Former West Germany;4 persons;1629;NA;NA
24480;2003;54;0.967;NA;Former West Germany;3 persons;3604;27-29 days;168.2412991
24481;1996;58;1.2496;NA;Former East Germany;4 persons;2297;9-12 days;322.1162603
24482;1976;49;0.64;NA;NA;2 persons;3606;13-15 days;170.6002629
24483;1975;44;4;NA;NA;4 persons;2937;13-15 days;317.153503
24484;1991;34;0.486;NA;Former West Germany;1 person;2304;NA;NA
24485;1991;53;1.289;NA;Former East Germany;4 persons;3561;20-22 days;543.1453602
24486;1995;35;1.71;NA;Former West Germany;2 persons;3050;13-15 days;758.6469321
24487;2006;85;0.5144;NA;Former West Germany;1 person;2243;6-8 days;393.382901
24488;2010;23;1.99;no;Former West Germany;1 person;981;13-15 days;1658.395853
24489;1991;53;0.983;NA;Former West Germany;3 persons;2304;NA;NA
24490;1994;53;0.468;NA;Former East Germany;2 persons;1930;NA;NA
24491;1998;30;1.47;NA;Former West Germany;3 persons;2900;13-15 days;1512.359232
24492;2007;50;0.514;NA;Former West Germany;2 persons;3391;5 days;368.9936012
24493;1984;23;0.593;NA;NA;1 person;585;27-29 days;681.9125351
24494;1988;76;1.441;NA;NA;1 person;1581;NA;NA
24495;2009;61;1.49;NA;Former West Germany;4 persons;3674;27-29 days;9943.876326
24496;1990;55;0.564;NA;Former West Germany;1 person;3658;13-15 days;8123.141154
24497;2001;54;1.2;NA;Former West Germany;2 persons;9881;20-22 days;16319.47811
24498;2000;29;0.804;NA;Former West Germany;4 persons;3192;13-15 days;7856.265477
24499;2018;58;0.64;yes;Former East Germany;1 person;1650;13-15 days;2908.294813
24500;2014;49;0.58;yes;Former East Germany;2 persons;1967;6-8 days;131.5337804
24501;2014;44;1.09;yes;Former West Germany;3 persons;2753;16-19 days;958.0858802
24502;1982;37;0.14;NA;NA;4 persons;4270;20-22 days;251.7982971
24503;1987;55;0.8;NA;NA;2 persons;2054;NA;NA
24504;1993;49;0.208;NA;Former East Germany;2 persons;2013;20-22 days;1922.847898
24505;2011;69;0.6;yes;Former West Germany;2 persons;2906;NA;NA
24506;1985;27;0.523;NA;NA;2 persons;3442;20-22 days;421.1260106
24507;1998;61;0.77;NA;Former West Germany;1 person;1450;NA;NA
24508;2007;43;1.7026;NA;Former West Germany;5+ persons;2802;NA;NA
24509;1978;73;0.67;NA;NA;1 person;1376;13-15 days;632.0611057
24510;1973;32;NA;NA;NA;1 person;2168;27-29 days;6524.443272
